timestamp,year_folder,station,file,total_rows,invalid_flags_replaced,percentage_invalid,flag_minus_99,flag_minus_1,input_path,output_path
2025-12-12T01:05:08.393758,2023measurements,London_Marylebone_Road,cis-2-Butene__2023_11.csv,676,28,4.14,28,0,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised/2023measurements/London_Marylebone_Road/cis-2-Butene__2023_11.csv,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised
2025-12-12T01:05:08.398745,2023measurements,London_Marylebone_Road,Isoprene__2023_06.csv,713,111,15.57,111,0,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised/2023measurements/London_Marylebone_Road/Isoprene__2023_06.csv,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised
2025-12-12T01:05:08.402466,2023measurements,London_Marylebone_Road,Isoprene__2023_12.csv,636,37,5.82,37,0,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised/2023measurements/London_Marylebone_Road/Isoprene__2023_12.csv,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised
2025-12-12T01:05:08.406320,2023measurements,London_Marylebone_Road,n-Pentane__2023_02.csv,665,44,6.62,44,0,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised/2023measurements/London_Marylebone_Road/n-Pentane__2023_02.csv,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised
2025-12-12T01:05:08.410425,2023measurements,London_Marylebone_Road,NO__2023_06.csv,720,1,0.14,1,0,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised/2023measurements/London_Marylebone_Road/NO__2023_06.csv,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised
2025-12-12T01:05:08.413372,2023measurements,London_Marylebone_Road,n-Hexane__2023_03.csv,487,106,21.77,106,0,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised/2023measurements/London_Marylebone_Road/n-Hexane__2023_03.csv,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised
2025-12-12T01:05:08.417247,2023measurements,London_Marylebone_Road,NO__2023_12.csv,726,19,2.62,19,0,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised/2023measurements/London_Marylebone_Road/NO__2023_12.csv,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised
2025-12-12T01:05:08.420981,2023measurements,London_Marylebone_Road,i-Hexane__2023_06.csv,713,117,16.41,117,0,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised/2023measurements/London_Marylebone_Road/i-Hexane__2023_06.csv,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised
2025-12-12T01:05:08.423616,2023measurements,London_Marylebone_Road,Benzene__2023_03.csv,487,104,21.36,104,0,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised/2023measurements/London_Marylebone_Road/Benzene__2023_03.csv,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised
2025-12-12T01:05:08.428475,2023measurements,London_Marylebone_Road,Ethene__2023_03.csv,487,107,21.97,107,0,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised/2023measurements/London_Marylebone_Road/Ethene__2023_03.csv,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised
2025-12-12T01:05:08.432589,2023measurements,London_Marylebone_Road,i-Hexane__2023_12.csv,636,37,5.82,37,0,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised/2023measurements/London_Marylebone_Road/i-Hexane__2023_12.csv,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised
2025-12-12T01:05:08.436437,2023measurements,London_Marylebone_Road,"1,3-Butadiene__2023_12.csv",636,37,5.82,37,0,"/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised/2023measurements/London_Marylebone_Road/1,3-Butadiene__2023_12.csv",/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised
2025-12-12T01:05:08.441264,2023measurements,London_Marylebone_Road,"1,3-Butadiene__2023_06.csv",713,111,15.57,111,0,"/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised/2023measurements/London_Marylebone_Road/1,3-Butadiene__2023_06.csv",/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised
2025-12-12T01:05:08.446530,2023measurements,London_Marylebone_Road,"1,2,3-TMB__2023_11.csv",676,25,3.7,25,0,"/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised/2023measurements/London_Marylebone_Road/1,2,3-TMB__2023_11.csv",/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised
2025-12-12T01:05:08.451364,2023measurements,London_Marylebone_Road,i-Butane__2023_10.csv,743,22,2.96,22,0,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised/2023measurements/London_Marylebone_Road/i-Butane__2023_10.csv,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised
2025-12-12T01:05:08.453726,2023measurements,London_Marylebone_Road,i-Butane__2023_04.csv,225,5,2.22,5,0,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised/2023measurements/London_Marylebone_Road/i-Butane__2023_04.csv,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised
2025-12-12T01:05:08.459128,2023measurements,London_Marylebone_Road,"1,2,3-TMB__2023_05.csv",730,112,15.34,112,0,"/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised/2023measurements/London_Marylebone_Road/1,2,3-TMB__2023_05.csv",/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised
2025-12-12T01:05:08.468086,2023measurements,London_Marylebone_Road,n-Butane__2023_01.csv,742,30,4.04,30,0,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised/2023measurements/London_Marylebone_Road/n-Butane__2023_01.csv,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised
2025-12-12T01:05:08.477652,2023measurements,London_Westminster,O3__2023_02.csv,672,139,20.68,139,0,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised/2023measurements/London_Westminster/O3__2023_02.csv,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised
2025-12-12T01:05:08.482450,2023measurements,London_Westminster,NOx__2023_09.csv,716,2,0.28,2,0,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised/2023measurements/London_Westminster/NOx__2023_09.csv,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised
2025-12-12T01:05:08.487100,2023measurements,London_Westminster,NOx__2023_08.csv,744,28,3.76,28,0,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised/2023measurements/London_Westminster/NOx__2023_08.csv,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised
2025-12-12T01:05:08.493457,2023measurements,London_Westminster,NO__2023_08.csv,744,28,3.76,28,0,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised/2023measurements/London_Westminster/NO__2023_08.csv,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised
2025-12-12T01:05:08.496635,2023measurements,London_Westminster,O3__2023_01.csv,440,440,100.0,440,0,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised/2023measurements/London_Westminster/O3__2023_01.csv,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised
2025-12-12T01:05:08.500587,2023measurements,London_Westminster,NO__2023_09.csv,720,2,0.28,2,0,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised/2023measurements/London_Westminster/NO__2023_09.csv,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised
2025-12-12T01:05:08.504383,2023measurements,London_Westminster,O3__2023_10.csv,743,7,0.94,7,0,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised/2023measurements/London_Westminster/O3__2023_10.csv,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised
2025-12-12T01:05:08.508833,2023measurements,London_Westminster,O3__2023_04.csv,720,5,0.69,5,0,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised/2023measurements/London_Westminster/O3__2023_04.csv,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised
2025-12-12T01:05:08.512830,2023measurements,London_Westminster,O3__2023_05.csv,744,2,0.27,2,0,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised/2023measurements/London_Westminster/O3__2023_05.csv,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised
2025-12-12T01:05:08.516748,2023measurements,London_Westminster,O3__2023_11.csv,720,1,0.14,1,0,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised/2023measurements/London_Westminster/O3__2023_11.csv,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised
2025-12-12T01:05:08.520662,2023measurements,London_Westminster,O3__2023_07.csv,744,4,0.54,4,0,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised/2023measurements/London_Westminster/O3__2023_07.csv,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised
2025-12-12T01:05:08.524645,2023measurements,London_Westminster,O3__2023_12.csv,726,28,3.86,28,0,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised/2023measurements/London_Westminster/O3__2023_12.csv,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised
2025-12-12T01:05:08.528346,2023measurements,London_Westminster,O3__2023_06.csv,720,344,47.78,344,0,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised/2023measurements/London_Westminster/O3__2023_06.csv,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised
2025-12-12T01:05:08.532425,2023measurements,London_Westminster,NO2__2023_01.csv,743,1,0.13,1,0,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised/2023measurements/London_Westminster/NO2__2023_01.csv,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised
2025-12-12T01:05:08.536704,2023measurements,London_Westminster,PM2.5__2023_05.csv,744,4,0.54,4,0,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised/2023measurements/London_Westminster/PM2.5__2023_05.csv,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised
2025-12-12T01:05:08.541045,2023measurements,London_Westminster,PM2.5__2023_11.csv,720,3,0.42,3,0,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised/2023measurements/London_Westminster/PM2.5__2023_11.csv,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised
2025-12-12T01:05:08.545460,2023measurements,London_Westminster,PM2.5__2023_10.csv,740,83,11.22,83,0,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised/2023measurements/London_Westminster/PM2.5__2023_10.csv,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised
2025-12-12T01:05:08.550598,2023measurements,London_Westminster,NO2__2023_02.csv,672,5,0.74,5,0,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised/2023measurements/London_Westminster/NO2__2023_02.csv,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised
2025-12-12T01:05:08.555111,2023measurements,London_Westminster,PM2.5__2023_12.csv,725,1,0.14,1,0,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised/2023measurements/London_Westminster/PM2.5__2023_12.csv,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised
2025-12-12T01:05:08.562380,2023measurements,London_Westminster,PM2.5__2023_06.csv,720,22,3.06,22,0,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised/2023measurements/London_Westminster/PM2.5__2023_06.csv,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised
2025-12-12T01:05:08.566834,2023measurements,London_Westminster,PM2.5__2023_07.csv,744,118,15.86,118,0,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised/2023measurements/London_Westminster/PM2.5__2023_07.csv,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised
2025-12-12T01:05:08.570784,2023measurements,London_Westminster,NO2__2023_03.csv,745,8,1.07,8,0,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised/2023measurements/London_Westminster/NO2__2023_03.csv,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised
2025-12-12T01:05:08.574731,2023measurements,London_Westminster,NO2__2023_07.csv,744,5,0.67,5,0,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised/2023measurements/London_Westminster/NO2__2023_07.csv,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised
2025-12-12T01:05:08.579080,2023measurements,London_Westminster,PM2.5__2023_03.csv,745,2,0.27,2,0,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised/2023measurements/London_Westminster/PM2.5__2023_03.csv,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised
2025-12-12T01:05:08.582920,2023measurements,London_Westminster,PM2.5__2023_02.csv,672,2,0.3,2,0,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised/2023measurements/London_Westminster/PM2.5__2023_02.csv,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised
2025-12-12T01:05:08.586887,2023measurements,London_Westminster,NO2__2023_06.csv,720,2,0.28,2,0,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised/2023measurements/London_Westminster/NO2__2023_06.csv,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised
2025-12-12T01:05:08.590735,2023measurements,London_Westminster,NO2__2023_12.csv,726,2,0.28,2,0,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised/2023measurements/London_Westminster/NO2__2023_12.csv,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised
2025-12-12T01:05:08.596595,2023measurements,London_Westminster,NO2__2023_10.csv,743,2,0.27,2,0,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised/2023measurements/London_Westminster/NO2__2023_10.csv,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised
2025-12-12T01:05:08.600943,2023measurements,London_Westminster,PM2.5__2023_01.csv,743,1,0.13,1,0,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised/2023measurements/London_Westminster/PM2.5__2023_01.csv,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised
2025-12-12T01:05:08.604762,2023measurements,London_Westminster,NO2__2023_11.csv,720,1,0.14,1,0,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised/2023measurements/London_Westminster/NO2__2023_11.csv,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised
2025-12-12T01:05:08.618658,2023measurements,London_Westminster,NO2__2023_08.csv,744,28,3.76,28,0,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised/2023measurements/London_Westminster/NO2__2023_08.csv,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised
2025-12-12T01:05:08.622907,2023measurements,London_Westminster,NO2__2023_09.csv,720,2,0.28,2,0,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised/2023measurements/London_Westminster/NO2__2023_09.csv,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised
2025-12-12T01:05:08.627723,2023measurements,London_Westminster,PM2.5__2023_09.csv,716,68,9.5,68,0,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised/2023measurements/London_Westminster/PM2.5__2023_09.csv,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised
2025-12-12T01:05:08.633754,2023measurements,London_Westminster,PM2.5__2023_08.csv,744,27,3.63,27,0,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised/2023measurements/London_Westminster/PM2.5__2023_08.csv,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised
2025-12-12T01:05:08.639043,2023measurements,London_Westminster,NO__2023_02.csv,672,5,0.74,5,0,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised/2023measurements/London_Westminster/NO__2023_02.csv,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised
2025-12-12T01:05:08.644648,2023measurements,London_Westminster,NOx__2023_01.csv,743,1,0.13,1,0,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised/2023measurements/London_Westminster/NOx__2023_01.csv,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised
2025-12-12T01:05:08.649603,2023measurements,London_Westminster,NO__2023_03.csv,745,8,1.07,8,0,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised/2023measurements/London_Westminster/NO__2023_03.csv,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised
2025-12-12T01:05:08.654465,2023measurements,London_Westminster,NO__2023_01.csv,743,1,0.13,1,0,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised/2023measurements/London_Westminster/NO__2023_01.csv,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised
2025-12-12T01:05:08.659564,2023measurements,London_Westminster,O3__2023_08.csv,744,61,8.2,61,0,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised/2023measurements/London_Westminster/O3__2023_08.csv,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised
2025-12-12T01:05:08.664700,2023measurements,London_Westminster,NOx__2023_03.csv,745,2,0.27,2,0,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised/2023measurements/London_Westminster/NOx__2023_03.csv,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised
2025-12-12T01:05:08.668281,2023measurements,London_Westminster,NOx__2023_02.csv,672,5,0.74,5,0,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised/2023measurements/London_Westminster/NOx__2023_02.csv,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised
2025-12-12T01:05:08.672294,2023measurements,London_Westminster,O3__2023_09.csv,720,1,0.14,1,0,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised/2023measurements/London_Westminster/O3__2023_09.csv,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised
2025-12-12T01:05:08.677082,2023measurements,London_Westminster,NO__2023_10.csv,743,2,0.27,2,0,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised/2023measurements/London_Westminster/NO__2023_10.csv,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised
2025-12-12T01:05:08.680660,2023measurements,London_Westminster,NOx__2023_12.csv,688,2,0.29,2,0,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised/2023measurements/London_Westminster/NOx__2023_12.csv,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised
2025-12-12T01:05:08.684537,2023measurements,London_Westminster,NOx__2023_06.csv,720,2,0.28,2,0,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised/2023measurements/London_Westminster/NOx__2023_06.csv,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised
2025-12-12T01:05:08.688066,2023measurements,London_Westminster,NOx__2023_07.csv,744,5,0.67,5,0,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised/2023measurements/London_Westminster/NOx__2023_07.csv,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised
2025-12-12T01:05:08.691646,2023measurements,London_Westminster,NO__2023_11.csv,720,1,0.14,1,0,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised/2023measurements/London_Westminster/NO__2023_11.csv,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised
2025-12-12T01:05:08.696657,2023measurements,London_Westminster,NO__2023_07.csv,744,5,0.67,5,0,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised/2023measurements/London_Westminster/NO__2023_07.csv,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised
2025-12-12T01:05:08.701439,2023measurements,London_Westminster,NOx__2023_11.csv,720,1,0.14,1,0,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised/2023measurements/London_Westminster/NOx__2023_11.csv,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised
2025-12-12T01:05:08.705129,2023measurements,London_Westminster,NOx__2023_10.csv,740,2,0.27,2,0,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised/2023measurements/London_Westminster/NOx__2023_10.csv,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised
2025-12-12T01:05:08.709824,2023measurements,London_Westminster,NO__2023_06.csv,720,2,0.28,2,0,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised/2023measurements/London_Westminster/NO__2023_06.csv,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised
2025-12-12T01:05:08.713570,2023measurements,London_Westminster,NO__2023_12.csv,726,2,0.28,2,0,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised/2023measurements/London_Westminster/NO__2023_12.csv,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised
2025-12-12T01:05:08.718698,2023measurements,London_N._Kensington,NOx__2023_09.csv,716,27,3.77,27,0,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised/2023measurements/London_N._Kensington/NOx__2023_09.csv,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised
2025-12-12T01:05:08.722447,2023measurements,London_N._Kensington,NOx__2023_08.csv,744,1,0.13,1,0,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised/2023measurements/London_N._Kensington/NOx__2023_08.csv,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised
2025-12-12T01:05:08.726339,2023measurements,London_N._Kensington,O3__2023_03.csv,745,27,3.62,27,0,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised/2023measurements/London_N._Kensington/O3__2023_03.csv,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised
2025-12-12T01:05:08.730390,2023measurements,London_N._Kensington,NO__2023_08.csv,744,1,0.13,1,0,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised/2023measurements/London_N._Kensington/NO__2023_08.csv,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised
2025-12-12T01:05:08.734155,2023measurements,London_N._Kensington,O3__2023_01.csv,742,4,0.54,4,0,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised/2023measurements/London_N._Kensington/O3__2023_01.csv,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised
2025-12-12T01:05:08.738140,2023measurements,London_N._Kensington,NO__2023_09.csv,716,28,3.91,28,0,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised/2023measurements/London_N._Kensington/NO__2023_09.csv,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised
2025-12-12T01:05:08.742119,2023measurements,London_N._Kensington,O3__2023_10.csv,740,4,0.54,4,0,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised/2023measurements/London_N._Kensington/O3__2023_10.csv,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised
2025-12-12T01:05:08.745728,2023measurements,London_N._Kensington,O3__2023_04.csv,715,4,0.56,4,0,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised/2023measurements/London_N._Kensington/O3__2023_04.csv,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised
2025-12-12T01:05:08.750888,2023measurements,London_N._Kensington,O3__2023_11.csv,720,1,0.14,1,0,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised/2023measurements/London_N._Kensington/O3__2023_11.csv,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised
2025-12-12T01:05:08.754993,2023measurements,London_N._Kensington,O3__2023_07.csv,744,103,13.84,103,0,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised/2023measurements/London_N._Kensington/O3__2023_07.csv,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised
2025-12-12T01:05:08.759743,2023measurements,London_N._Kensington,O3__2023_12.csv,725,1,0.14,1,0,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised/2023measurements/London_N._Kensington/O3__2023_12.csv,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised
2025-12-12T01:05:08.763583,2023measurements,London_N._Kensington,O3__2023_06.csv,720,167,23.19,167,0,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised/2023measurements/London_N._Kensington/O3__2023_06.csv,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised
2025-12-12T01:05:08.767398,2023measurements,London_N._Kensington,NO2__2023_01.csv,742,4,0.54,4,0,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised/2023measurements/London_N._Kensington/NO2__2023_01.csv,/Users/burdzhuchaglayan/Desktop/data science projects/air-pollution-levels/data/defra/optimised
